100,55,3.02,20
100,54,3.39,24
100,53,3.76,28
100,52,4.12,32
100,51,4.49,36
100,50,4.86,40
100,47,4.76,37
100,44,4.66,34
100,41,4.57,31
100,38,4.48,28
100,35,4.40,25
100,38,4.40,22
100,41,4.40,19
100,45,4.41,16
100,48,4.41,13
